Title,Rooms,Price,Size,Type,Year,Location
2H 45m² Tiilitehtaantie 8 C Liperi,2H,35000,45,Rivitalo,1985,Pohjois-Karjala
1H 25m² Kukkolankatu 6 B 51 Joensuu,1H,106000,25,Kerrostalo,2023,Pohjois-Karjala
1H 335m² Rauhankatu 1 b Joensuu,1H,148000,33,Kerrostalo,2016,Pohjois-Karjala
2H 41m² Siihtalantie 12 D 8 Joensuu,2H,225131,41,Kerrostalo,2022,Pohjois-Karjala
4H 123m² Tuohitorventie 6 Joensuu,4H,98000,123,Omakotitalo,1977,Pohjois-Karjala
2H 395m² Siihtalantie 12 A 7 Joensuu,2H,183162,39,Kerrostalo,2022,Pohjois-Karjala
2H 44m² Siihtalantie 12 D 7 Joensuu,2H,241604,44,Kerrostalo,2022,Pohjois-Karjala
5H 120m² Vainiontie 11 Joensuu,5H,90000,120,Omakotitalo,1986,Pohjois-Karjala
3H 100m² Polvijärventie 44 a Liperi,3H,129000,100,Omakotitalo,1979,Pohjois-Karjala
1H 275m² Kukkolankatu 6 B 79 Joensuu,1H,115000,27,Kerrostalo,2023,Pohjois-Karjala
2H 375m² Kukkolankatu 6 B 44 Joensuu,2H,139000,37,Kerrostalo,2023,Pohjois-Karjala
2H 58m² Hilmerinkuja 4 A Säynätsalo,2H,40000,58,Kerrostalo,1978,Keski-Suomi
3H 575m² Linkkitorninkatu 3 A 47 Turku,3H,259900,57,Kerrostalo,2023,Varsinais-Suomi
3H 635m² Ojalehdonkuja 2 E 195 Vantaa,3H,244900,63,Kerrostalo,2022,Uusimaa
3H 56m² Verkatehtaankatu 8 C Seinäjoki,3H,219000,56,Kerrostalo,2019,Etelä-Pohjanmaa
Loppi Launonen Kartanontie 286 4h k kph wc psh,4H,114000,102,Omakotitalo,1952,Kanta-Häme
2H 54m² Vapaudenkatu 4850 B Jyväskylä,2H,219000,54,Kerrostalo,2017,Keski-Suomi
3H 65m² Vilniuksenkatu 2 B Joensuu,3H,93000,65,Kerrostalo,1989,Pohjois-Karjala
2H 47m² Vihtarinteentie 79 B Laukaa,2H,59000,47,Rivitalo,1975,Keski-Suomi
2H 47m² Riihisärkänkatu 18 B Joensuu,2H,60000,47,Rivitalo,1973,Pohjois-Karjala
1H 21m² Ojavainionkatu 4 A 9 Tampere,1H,138900,21,Kerrostalo,2022,Pirkanmaa
4H 98m² Koivutie 2 A 24 Jyväskylä,4H,359000,98,Kerrostalo,2022,Keski-Suomi
3H 545m² Vällintie 1 B Kangasala,3H,189000,54,Kerrostalo,2023,Pirkanmaa
4H 95m² Kuilukatu 1 C Outokumpu,4H,29900,95,Kerrostalo,1973,Pohjois-Karjala
2H 57m² Koivutie 2 A 26 Jyväskylä,2H,217000,57,Kerrostalo,2022,Keski-Suomi
2H 58m² Kalevankatu 18b 16 Joensuu,2H,117000,58,Kerrostalo,1975,Pohjois-Karjala
2H 475m² Kurjenmäenkatu 8 Turku,2H,279000,47,Kerrostalo,2020,Varsinais-Suomi
2H 486m² Kaijantie 7 Isokyrö,2H,33000,48,Rivitalo,1979,Etelä-Pohjanmaa
2H 41m² Siihtalantie 12 D 3 Joensuu,2H,221031,41,Kerrostalo,2022,Pohjois-Karjala
3H 74m² Riihijärvenkatu 2 B Äänekoski,3H,50000,74,Kerrostalo,1985,Keski-Suomi
1H 375m² Siihtalantie 12 B 9 Joensuu,1H,202163,37,Kerrostalo,2022,Pohjois-Karjala
4H 82m² Laukaantie 5 A Laukaa,4H,82000,82,Kerrostalo,1972,Keski-Suomi
3H 665m² Kototie 14 B Seinäjoki,3H,83500,66,Kerrostalo,1992,Etelä-Pohjanmaa
2H 65m² Eerikinkatu 48 D Helsinki,2H,420000,65,Kerrostalo,1926,Uusimaa
3H 1125m² Kiveläntie 21 Kontiolahti,3H,75000,112,Omakotitalo,1971,Pohjois-Karjala
2H 45m² Siihtalantie 12 B 1 Joensuu,2H,236565,45,Kerrostalo,2022,Pohjois-Karjala
2H 46m² Takalankuja 7 C Jyväskylä,2H,79000,46,Kerrostalo,1971,Keski-Suomi
2H 585m² Puusepäntie 48 A 6 Kangasala,2H,234633,58,Kerrostalo,2021,Pirkanmaa
3H 62m² Rantakatu 3 B Joensuu,3H,118000,62,Kerrostalo,1956,Pohjois-Karjala
3H 545m² Vällintie 1 B Kangasala,3H,197900,54,Kerrostalo,2023,Pirkanmaa
1H 25m² Kukkolankatu 6 B 69 Joensuu,1H,109000,25,Kerrostalo,2023,Pohjois-Karjala
2H 45m² Siihtalantie 12 C 12 Joensuu,2H,237015,45,Kerrostalo,2022,Pohjois-Karjala
2H 52m² Siihtalantie 12 A 1 Joensuu,2H,241124,52,Kerrostalo,2022,Pohjois-Karjala
1H 27m² Kukkolankatu 6 B 54 Joensuu,1H,108500,27,Kerrostalo,2023,Pohjois-Karjala
1H 31m² Kukkolankatu 6 B 77 Joensuu,1H,126000,31,Kerrostalo,2023,Pohjois-Karjala
4H 76m² Jouppilantie 13 B Seinäjoki,4H,279000,76,Kerrostalo,2019,Etelä-Pohjanmaa
5H 220m² Keskustie 14 Liperi,5H,98000,220,Omakotitalo,1960,Pohjois-Karjala
4H 765m² Vällintie 1 A Kangasala,4H,309900,76,Kerrostalo,2023,Pirkanmaa
2H 52m² Siihtalantie 12 C 11 Joensuu,2H,273884,52,Kerrostalo,2022,Pohjois-Karjala
Jämsä Kelhä Mäntymäentie 16 4h k kph pihasauna,4H,55000,90,Omakotitalo,1952,Keski-Suomi
4H 119m² Loimukatu 4 Kotka,4H,142000,119,Omakotitalo,1972,Kymenlaakso
4H 97m² Yhdistystie 9 A Helsinki,4H,539000,97,Kerrostalo,1960,Uusimaa
Oulu Lipporanta Lipporannantie 9 D4 2HKT,2H,149000,36,Kerrostalo,2018,Pohjois-Pohjanmaa
4H 120m² Peltopolku 4 Virrat,4H,92000,120,Omakotitalo,1952,Pirkanmaa
2H 43m² Ruutikellarinkatu 6 A Kuopio,2H,147900,43,Kerrostalo,2012,Pohjois-Savo
1H 225m² Spinellikuja 5 B Vantaa,1H,139500,22,Kerrostalo,2018,Uusimaa
3H 923m² Katajanokankatu 4 F Helsinki,3H,892000,92,Kerrostalo,1908,Uusimaa
1H 22m² Valtimotie 3 B Vantaa,1H,134000,22,Kerrostalo,2018,Uusimaa
2H 56m² Ruutikellarinkatu 6 A Kuopio,2H,185900,56,Kerrostalo,2012,Pohjois-Savo
3H 795m² Ieskatu 19 E Turku,3H,84000,79,Kerrostalo,1977,Varsinais-Suomi
3H 795m² Syväraumankatu 14 B Rauma,3H,158000,79,Kerrostalo,1954,Satakunta
Tampere Ristimäki Kohmankaari 1 4h k takkahuone,4H,235000,113,Rivitalo,1974,Pirkanmaa
3H 88m² Valtakunnankuja 28 Valkeakoski,3H,89000,88,Omakotitalo,1968,Pirkanmaa
3H 745m² Kedonperäntie 6 B Liminka,3H,195500,74,Omakotitalo,2022,Pohjois-Pohjanmaa
5H 150m² Rantatie 1 Muhos,5H,59000,150,Omakotitalo,1951,Pohjois-Pohjanmaa
3H 665m² Ruununmaankatu 17 Kotka,3H,55000,66,Kerrostalo,1972,Kymenlaakso
Jämsä Oinaala Oinaalantie 15 5h k th rh,5H,99000,162,Kerrostalo,1970,Keski-Suomi
4H 905m² Sompasaarenlaituri 16 A 12 Helsinki,4H,825000,90,Kerrostalo,2021,Uusimaa
Rovaniemi Korkalovaara Metsäpeurantie 11 3h k s,3H,119400,66,Rivitalo,1987,Lappi
3H 78m² Katajakatu 4 E Lappeenranta,3H,97000,78,Rivitalo,1983,Etelä-Karjala
4H 125m² Havumäentie 35 B Eurajoki,4H,109000,125,Omakotitalo,1962,Satakunta
Helsinki LänsiPasila Radiokatu 6 4h k s parv,4H,459000,93,Kerrostalo,1984,Uusimaa
3H 615m² Kielotie 38 A Vantaa,3H,208000,61,Kerrostalo,1957,Uusimaa
2H 665m² Hämeentie 34 B Helsinki,2H,388000,66,Kerrostalo,1939,Uusimaa
Kerava Sariolanmäki Vellamontie 23 3hk,3H,159000,77,Rivitalo,1969,Uusimaa
Tampere Kohmankaari Kohmankaari 2 3hk,3H,99000,65,Kerrostalo,1964,Pirkanmaa
4H 955m² Ulappakatu 1 D Espoo,4H,498000,95,Kerrostalo,2016,Uusimaa
Lappeenranta Joutseno Lepuskatie 6 4hkhhsvhat,4H,125000,105,Omakotitalo,1988,Etelä-Karjala
Hyvinkää Nummenkärki Koivulankatu 14 as 4 2hks,2H,199500,56,Rivitalo,2021,Uusimaa
Sastamala Pehula Ojakatu 2 2hkkphvhp,2H,42000,58,Kerrostalo,1975,Pirkanmaa
2H 59m² Vähäniemenkatu 35 G Tampere,2H,114000,59,Kerrostalo,1967,Pirkanmaa
3H 745m² Kedonperäntie 6 A Liminka,3H,195500,74,Omakotitalo,2022,Pohjois-Pohjanmaa
4H 1005m² Hiekkalaiturintie 14 B Helsinki,4H,538000,100,Kerrostalo,2000,Uusimaa
1H 43m² Poutuntie 2c A Nokia,1H,21978,43,Kerrostalo,2022,Pirkanmaa
2H 44m² Varsanpolku 1 a Kuopio,2H,17826,44,Kerrostalo,2022,Pohjois-Savo
2H 82m² Bulevardi 17 Helsinki,2H,849000,82,Kerrostalo,1905,Uusimaa
4H 87m² Kedonperäntie 6 D Liminka,4H,209000,87,Omakotitalo,2022,Pohjois-Pohjanmaa
4H 90m² Tuulikintie 16 Lappeenranta,4H,99000,90,Omakotitalo,1955,Etelä-Karjala
Hämeenlinna Nummi Haratie 4 2hkp,2H,59000,58,Kerrostalo,1962,Kanta-Häme
3H 77m² Tullikirjurintie 4 J Helsinki,3H,200000,77,Rivitalo,1983,Uusimaa
Pori Karjaranta Makasiiniranta 18 2hkts,2H,184000,43,Kerrostalo,2015,Satakunta
4H 675m² Liusketie 16 L Helsinki,4H,179000,67,Kerrostalo,1963,Uusimaa
2H 41m² Joukolantie 3 H Helsinki,2H,265000,41,Kerrostalo,1943,Uusimaa
2H 595m² Kivihaantie 8 A Helsinki,2H,275000,59,Kerrostalo,1961,Uusimaa
1H 22m² Valtimotie 3 B Vantaa,1H,134000,22,Kerrostalo,2018,Uusimaa
Hyvinkää Nummenkärki Koivulankatu 14 as 3 3hks,3H,259900,74,Rivitalo,2021,Uusimaa
2H 585m² Johan Bockin kuja 10 B Helsinki,2H,200000,58,Kerrostalo,1990,Uusimaa
5H 110m² Louhenkuja 6 Ulvila,5H,79000,110,Omakotitalo,1945,Satakunta
2H 355m² Sinkilätie 1 B Helsinki,2H,188000,35,Kerrostalo,2020,Uusimaa
3H 665m² Kuhankeittäjäntie 26 C Helsinki,3H,248000,66,Kerrostalo,1987,Uusimaa
4H 102m² Gneissikaari 12 Sipoo,4H,425500,102,Omakotitalo,2022,Uusimaa
Janakkala Tervakoski Silvantie 2a 5h k s psh p,5H,98000,123,Rivitalo,1971,Kanta-Häme
Lappeenranta Joutseno Asevelitie 16 4hk,4H,32000,76,Omakotitalo,1947,Etelä-Karjala
Hyvinkää Vieremä Vieremänkatu 6 2hkkkph,2H,63000,43,Kerrostalo,1964,Uusimaa
4H 84m² Karjakuja 75 C Turku,4H,220532,84,Kerrostalo,1969,Varsinais-Suomi
5H 1205m² Vuokraajanpolku 3 Helsinki,5H,289000,120,Rivitalo,1981,Uusimaa
2H 56m² Näsilinnankatu 17 B Tampere,2H,225000,56,Kerrostalo,1957,Pirkanmaa
1H 48m² Hatanpään valtatie 14 Tampere,1H,185000,48,Kerrostalo,1929,Pirkanmaa
1H 26m² Mäkipellontie 15 Helsinki,1H,219000,26,Kerrostalo,2016,Uusimaa
Mynämäki Jutila Jutilantie 22 3hkwckphkuistia,3H,88000,110,Omakotitalo,1936,Varsinais-Suomi
5H 116m² Maustetie 26 Oulu,5H,145000,116,Omakotitalo,1975,Pohjois-Pohjanmaa
2H 40m² Nansonkatu 7 A Nokia,2H,137800,40,Kerrostalo,2021,Pirkanmaa
3H 81m² Jyväpolku 4 C Muurame,3H,248800,81,Rivitalo,2023,Keski-Suomi
5H 161m² Lehmustie 4 Lieto,5H,278000,161,Omakotitalo,1991,Varsinais-Suomi
3H 775m² Myrskylinnuntie 2 D Vaasa,3H,144000,77,Rivitalo,1985,Pohjanmaa
Espoo Niittykumpu Niittyportti 2 3hktvh,3H,386100,57,Kerrostalo,2023,Uusimaa
3H 735m² Raskinpolku 16 E Turku,3H,108000,73,Kerrostalo,1975,Varsinais-Suomi
3H 625m² Vuoripojankatu 11 A Lahti,3H,165000,62,Kerrostalo,2014,Päijät-Häme
2H 57m² Saarijärventie 4 E Kuopio,2H,55000,57,Kerrostalo,1973,Pohjois-Savo
1H 26m² Köydenpunojankatu 8 K Helsinki,1H,249000,26,Kerrostalo,1981,Uusimaa
Tampere Pispala Pispalan Valtatie 56 2h k,2H,119000,50,Luhtitalo,1960,Pirkanmaa
Vantaa Kaivoksela Kaivokselantie 5 3hklasparvek,3H,252000,51,Kerrostalo,2019,Uusimaa
2H 44m² Tuomonkuja 7 Vaasa,2H,126000,44,Luhtitalo,2020,Pohjanmaa
Helsinki Kallio Castréninkatu 8 1hkkkph yhtjär,1H,230000,27,Kerrostalo,1957,Uusimaa
5H 105m² Paimenpolku 23 Oulu,5H,179000,105,Omakotitalo,1946,Pohjois-Pohjanmaa
Espoo Niittykumpu Niittyportti 2 2hkt,2H,278600,37,Kerrostalo,2023,Uusimaa
5H 147m² Viriänkuja 1 Oulu,5H,357000,147,Omakotitalo,1992,Pohjois-Pohjanmaa
5H 1359m² Vakkurintie 21 Kemi,5H,245000,135,Omakotitalo,2013,Lappi
2H 62m² Pitkänlahdenkatu 20 A Vaasa,2H,95000,62,Rivitalo,1927,Pohjanmaa
Helsinki Meilahti Mäntytie 17 2hkk,2H,337000,45,Kerrostalo,1954,Uusimaa
5H 124m² Vahverolenkki 4 Riihimäki,5H,279000,124,Omakotitalo,2011,Kanta-Häme
5H 150m² Orvokkikaarre 15 Kuopio,5H,479000,150,Omakotitalo,2018,Pohjois-Savo
4H 1025m² Keltamotie 44 F Vantaa,4H,288000,102,Rivitalo,1973,Uusimaa
4H 955m² Pahnakalliontie 2 Kotka,4H,100000,95,Rivitalo,1974,Kymenlaakso
Espoo Niittykumpu Niittyportti 2 3hkts,3H,378600,59,Kerrostalo,2023,Uusimaa
1H 21m² Keimolantie 12 B Vantaa,1H,141000,21,Kerrostalo,2022,Uusimaa
4H 975m² Raatekuja 10 Vantaa,4H,499000,97,Rivitalo,2023,Uusimaa
4H 99m² Lapinrinne 2 E Helsinki,4H,829000,99,Kerrostalo,1979,Uusimaa
3H 965m² Ruskealankatu 9 B Joensuu,3H,145000,96,Omakotitalo,1977,Pohjois-Karjala
3H 66m² Pähkinätie 6 Vantaa,3H,139000,66,Kerrostalo,1977,Uusimaa
3H 83m² Päremiehenkatu 13 Kemijärvi,3H,39000,83,Omakotitalo,1978,Lappi
2H 60m² Pohjoinen Rantakatu 17 C Raasepori,2H,158000,60,Kerrostalo,1984,Uusimaa
2H 60m² Taimontie 10 e Naantali,2H,149000,60,Rivitalo,1989,Varsinais-Suomi
4H 49m² Stålarminkatu 34 Turku,4H,249000,49,Rivitalo,1941,Varsinais-Suomi
3H 81m² Vaskiranta 1 Ulvila,3H,98000,81,Omakotitalo,1963,Satakunta
3H 735m² Kototie 24 Seinäjoki,3H,59500,73,Kerrostalo,1978,Etelä-Pohjanmaa
Sastamala Raivio Jaatsinkatu 15 2hkkphvhparvek,2H,47000,59,Kerrostalo,1974,Pirkanmaa
3H 64m² Puutarhurinkatu 5 B Lappeenranta,3H,122000,64,Kerrostalo,1961,Etelä-Karjala
Kajaani Laajankangas Mesiheinäntie 2a 3h k p,3H,61000,73,Kerrostalo,1980,Kainuu
3H 725m² AliAnttilantie 8 Hyvinkää,3H,110000,72,Kerrostalo,1979,Uusimaa
2H 635m² Pohjoinen Rautatiekatu 31 C Helsinki,2H,610000,63,Kerrostalo,2009,Uusimaa
6H 119m² Itutie 3 Lappeenranta,6H,159000,119,Omakotitalo,1987,Etelä-Karjala
Lahti Paavola Karjalankatu 6 1h k kph et,1H,78500,43,Kerrostalo,1938,Päijät-Häme
Tuusula Riihikallio Metsontie 6 3hk,3H,155000,73,Kerrostalo,1974,Uusimaa
2H 51m² Sairaalakatu 3 B 37 Joensuu,2H,231000,51,Kerrostalo,2023,Pohjois-Karjala
Kouvola Kangas Hallituskatu 40 2h k pshwc vh,2H,60000,55,Kerrostalo,1964,Kymenlaakso
1H 425m² Valkovuokonkatu 3 K Raasepori,1H,128000,42,Rivitalo,1990,Uusimaa
5H 138m² Pirkankatu 1 As 4 Tornio,5H,299500,138,Kerrostalo,2014,Lappi
2H 445m² Rietinkatu 7 B Lappeenranta,2H,115000,44,Kerrostalo,1983,Etelä-Karjala
6H 1915m² Patakatu 4 Kuopio,6H,479000,191,Omakotitalo,2008,Pohjois-Savo
4H 80m² Makkarajärvenkatu 80 B Tampere,4H,31812,80,Kerrostalo,2022,Pirkanmaa
2H 55m² Norkkokatu 2 Jyväskylä,2H,25055,55,Kerrostalo,2019,Keski-Suomi
3H 735m² Kuusikallionkuja 4 F Espoo,3H,265000,73,Kerrostalo,1971,Uusimaa
Helsinki Jakomäki Jakomäentie 17 3h k kph s er,3H,215000,68,Rivitalo,1989,Uusimaa
3H 795m² Valjaspolku 7 Raahe,3H,79000,79,Rivitalo,1986,Pohjois-Pohjanmaa
Kouvola Kouvola Puutarhurinkatu 30 2h k s pshw,2H,82000,51,Kerrostalo,1986,Kymenlaakso
Somero Somero Lastutie 4 2hkkphs,2H,69500,64,Rivitalo,1985,Varsinais-Suomi
Ruovesi Rajalahti Uotilankuja 2 6hkkh,6H,99000,97,Omakotitalo,1959,Pirkanmaa
3H 785m² Piiluvankatu 40 Lappeenranta,3H,78000,78,Kerrostalo,1973,Etelä-Karjala
Vantaa Havukoski Virsutie 46 2hkkphvhparv,2H,145000,61,Kerrostalo,1973,Uusimaa
3H 72m² Siilotie 1 C Oulu,3H,331100,72,Kerrostalo,2023,Pohjois-Pohjanmaa
Tampere Pyynikki Pyynikintie 23 4hkskhwcp,4H,395000,102,Kerrostalo,2000,Pirkanmaa
5H 110m² Vuolteentie 30 Kotka,5H,175000,110,Omakotitalo,1964,Kymenlaakso
2H 505m² Pienen Villasaaren tie 1 Helsinki,2H,162000,50,Kerrostalo,1965,Uusimaa
4H 110m² Kanervankatu 8 Savonlinna,4H,98000,110,Omakotitalo,1955,Etelä-Savo
1H 22m² Vanhakoivistontie 15 A Pori,1H,37000,22,Kerrostalo,1962,Satakunta
2H 65m² Temperankatu 4 B Helsinki,2H,309000,65,Kerrostalo,2019,Uusimaa
5H 116m² Hiekkaniemenkatu 17 Lappeenranta,5H,113000,116,Omakotitalo,1970,Etelä-Karjala
5H 120m² Sohantie 176 A Rauma,5H,115000,120,Omakotitalo,1935,Satakunta
2H 44m² Pitkänlahdenkatu 8 Vaasa,2H,93000,44,Rivitalo,1941,Pohjanmaa
2H 51m² Papinniitynkatu 7 B Raasepori,2H,82000,51,Kerrostalo,1966,Uusimaa
6H 170m² Hakatie 6 Joensuu,6H,152000,170,Omakotitalo,1992,Pohjois-Karjala
4H 92m² Touvitie 23 B Kuopio,4H,79000,92,Kerrostalo,1975,Pohjois-Savo
3H 875m² Kadetintie 3 B Savonlinna,3H,59500,87,Rivitalo,1981,Etelä-Savo
2H 46m² Siilotie 1 C Oulu,2H,229200,46,Kerrostalo,2023,Pohjois-Pohjanmaa
3H 61m² Verkkotie 4 B Joensuu,3H,95000,61,Kerrostalo,1983,Pohjois-Karjala
4H 865m² Kalevalankatu 15 A Kuopio,4H,139000,86,Kerrostalo,1969,Pohjois-Savo
4H 107m² Tuulikinkatu 14 B Joensuu,4H,139500,107,Omakotitalo,1979,Pohjois-Karjala
Salo Pahkavuori Lumikonkatu 5 3hkkph,3H,119800,76,Kerrostalo,1973,Varsinais-Suomi
2H 55m² Nikuntie 1 Kittilä,2H,198000,55,Rivitalo,2021,Lappi
2H 69m² Väinämöisenkatu 8 Loimaa,2H,165000,69,Rivitalo,2014,Varsinais-Suomi
6H 170m² Kangastie 12 Inkoo,6H,225000,170,Omakotitalo,1979,Uusimaa
2H 515m² Isokatu 17 A Pietarsaari,2H,84000,51,Kerrostalo,1957,Pohjanmaa
3H 70m² Pyyntimiehentie 1 Kempele,3H,195000,70,Omakotitalo,2023,Pohjois-Pohjanmaa
2H 48m² Kesätie 3 Oulu,2H,171500,48,Kerrostalo,2022,Pohjois-Pohjanmaa
3H 80m² Vilniuksenkatu 4 A Joensuu,3H,129000,80,Rivitalo,1988,Pohjois-Karjala
2H 635m² Mäntykankaankatu 35 A Lappeenranta,2H,138000,63,Rivitalo,2005,Etelä-Karjala
1H 37m² Sairaalakatu 3 B 45 Joensuu,1H,188200,37,Kerrostalo,2023,Pohjois-Karjala
Mäntsälä Leppäniemi Leppämaantie 41 3h k psh s,3H,189000,78,Rivitalo,2004,Uusimaa
3H 76m² Orioninkatu 13 Lappeenranta,3H,78500,76,Kerrostalo,1976,Etelä-Karjala
2H 575m² Männistöntie 12 Kirkkonummi,2H,165000,57,Rivitalo,1982,Uusimaa
4H 128m² Garnisoninkatu 6 Loviisa,4H,241000,128,Omakotitalo,1898,Uusimaa
Tampere Multisilta Multisillankatu 5 3hkskphwc,3H,125000,73,Kerrostalo,1972,Pirkanmaa
1H 275m² Sairaalakatu 3 B 49 Joensuu,1H,147200,27,Kerrostalo,2023,Pohjois-Karjala
2H 55m² Valto Käkelän katu 6 B Lappeenranta,2H,148000,55,Kerrostalo,1998,Etelä-Karjala
1H 315m² Kangaskatu 21 Valkeakoski,1H,44900,31,Kerrostalo,1985,Pirkanmaa
3H 71m² Kalastajanmäki 2 Espoo,3H,15391,71,Kerrostalo,1993,Uusimaa
2H 71m² Meritullinkatu 9 Helsinki,2H,723000,71,Kerrostalo,1905,Uusimaa
3H 931m² Ellintie 2 Hattula,3H,159000,93,Omakotitalo,1974,Kanta-Häme
5H 1065m² Sotilaskatu 11 Iisalmi,5H,69000,106,Kerrostalo,1968,Pohjois-Savo
2H 52m² Reinolankatu 1 Kotka,2H,58000,52,Kerrostalo,1952,Kymenlaakso
3H 96m² Sirolantie 10 Kouvola,3H,82000,96,Omakotitalo,1971,Kymenlaakso
Ilmajoki Ahonkylä Täysikuuntie 1 A 2 3h k s las,3H,189000,75,Rivitalo,2023,Etelä-Pohjanmaa
Jyväskylä Hupeli Erotteluntie 7 2hks,2H,228000,64,Kerrostalo,2018,Keski-Suomi
2H 63m² Ritoharjuntie 8 D Jyväskylä,2H,129000,63,Rivitalo,1988,Keski-Suomi
3H 77m² Äitiarontie 5 Oulu,3H,119500,77,Omakotitalo,1960,Pohjois-Pohjanmaa
1H 40m² Sturenkatu 38 A Helsinki,1H,262000,40,Kerrostalo,1927,Uusimaa
Espoo Matinkylä Matinkallio 7 1hktp,1H,229000,33,Kerrostalo,2017,Uusimaa
3H 66m² Koulukatu 4 A Kotka,3H,209000,66,Kerrostalo,2011,Kymenlaakso
Helsinki Lehtisaari Tykistökapteenintie 5 5h k 2,5H,698000,154,Rivitalo,1965,Uusimaa
2H 45m² Rounionkatu 49 B Nokia,2H,22843,45,Kerrostalo,2016,Pirkanmaa
Kärkölä Järvelä Pihlajatie 22 5h th k2kph s p,5H,139000,134,Omakotitalo,1978,Päijät-Häme
2H 42m² Uudenpellonkatu 8 Lahti,2H,20720,42,Kerrostalo,2018,Päijät-Häme
2H 42m² Varisselänkatu 14 Vaasa,2H,95000,42,Rivitalo,1942,Pohjanmaa
2H 285m² Roninmäentie 6 Jyväskylä,2H,85000,28,Kerrostalo,1981,Keski-Suomi
2H 50m² Suohaukantie 1 D Oulu,2H,79900,50,Kerrostalo,1966,Pohjois-Pohjanmaa
Riihimäki Keskusta Kolehmaisenkatu 9 3hks,3H,115000,70,Kerrostalo,1985,Kanta-Häme
Vantaa Kivistö Timanttikiteenkuja 8 12hktpiha,2H,219000,41,Kerrostalo,2016,Uusimaa
2H 59m² Rasinrinne 35 A Vantaa,2H,115000,59,Kerrostalo,1974,Uusimaa
3H 74m² Koivuniemenkatu 23 B Raasepori,3H,145000,74,Kerrostalo,1965,Uusimaa
5H 129m² Enäjärventie 39 Pori,5H,139000,129,Omakotitalo,1987,Satakunta
3H 85m² Kauppakatu 19 B Jyväskylä,3H,272000,85,Kerrostalo,1960,Keski-Suomi
6H 143m² Ritosentie 5 Kuopio,6H,293000,143,Omakotitalo,1973,Pohjois-Savo
Turku Keskusta Nahkurinkatu 3 2h kk s,2H,396000,77,Kerrostalo,2008,Varsinais-Suomi
2H 62m² Koulukatu 43 a Joensuu,2H,138000,62,Kerrostalo,1968,Pohjois-Karjala
6H 159m² Sakkelikuja 2 Oulu,6H,274000,159,Omakotitalo,1997,Pohjois-Pohjanmaa
3H 795m² Saarnitie 2 Forssa,3H,89500,79,Kerrostalo,1982,Kanta-Häme
2H 51m² Sairaalakatu 3 B 19 Joensuu,2H,218700,51,Kerrostalo,2023,Pohjois-Karjala
2H 56m² Pellervonkatu 14 F Tampere,2H,193000,56,Kerrostalo,1962,Pirkanmaa
Helsinki Mellunmäki Saariselänkuja 6 3hk,3H,145000,77,Kerrostalo,1973,Uusimaa
3H 72m² Lammaskuja 2 A Vantaa,3H,222000,72,Kerrostalo,1970,Uusimaa
4H 85m² Retkeilijänkuja 8 B Helsinki,4H,309000,85,Kerrostalo,2001,Uusimaa
1H 37m² Sairaalakatu 3 B 36 Joensuu,1H,179900,37,Kerrostalo,2023,Pohjois-Karjala
3H 64m² Norolanraitti 7 A Jyväskylä,3H,31848,64,Kerrostalo,2022,Keski-Suomi
Helsinki Alppiharju Sturenkatu 7 1hkk,1H,179000,22,Kerrostalo,1941,Uusimaa
3H 735m² Isännöitsijäntie 43 Jyväskylä,3H,30469,73,Luhtitalo,2012,Keski-Suomi
Rautalampi Keskusta Hakatie 6 4hks,4H,109000,109,Omakotitalo,1979,Pohjois-Savo
2H 605m² Tuulirannantie 3 Ilmajoki,2H,129000,60,Rivitalo,2012,Etelä-Pohjanmaa
3H 715m² Norolanraitti 7 A Jyväskylä,3H,35193,71,Kerrostalo,2022,Keski-Suomi
2H 45m² Linnavallintie 6 B 2 Kempele,2H,148309,45,Kerrostalo,2022,Pohjois-Pohjanmaa
5H 119m² Kiulukuja 11 Seinäjoki,5H,179000,119,Omakotitalo,1989,Etelä-Pohjanmaa
3H 65m² Soukantie 51 Virolahti,3H,49000,65,Omakotitalo,1967,Kymenlaakso
Sipoo Hagalund Nikkilä Lugnnäsinkuja 31 45h  k,5H,495000,144,Omakotitalo,2019,Uusimaa
2H 46m² Toukkakuja 1 Kontiolahti,2H,152000,46,Rivitalo,2022,Pohjois-Karjala
2H 575m² Honkalahdenkatu 10 A Kuopio,2H,69000,57,Kerrostalo,1948,Pohjois-Savo
Pälkäne Onkkaala Keskustie 5 as 13 1havokalkovi,1H,99500,61,Kerrostalo,1988,Pirkanmaa
2H 64m² Valkontie 18 Loviisa,2H,129500,64,Omakotitalo,1876,Uusimaa
4H 1045m² Spindelvahe 6 Rauma,4H,228000,104,Omakotitalo,1994,Satakunta
1H 30m² Toukkakuja 1 Kontiolahti,1H,129000,30,Rivitalo,2022,Pohjois-Karjala
2H 41m² Kirkkotie 2 G Turku,2H,216000,41,Kerrostalo,2019,Varsinais-Suomi
2H 45m² Tarhatie 4 Seinäjoki,2H,119000,45,Kerrostalo,1974,Etelä-Pohjanmaa
1H 30m² Toukkakuja 1 Kontiolahti,1H,129000,30,Rivitalo,2022,Pohjois-Karjala
4H 915m² Timonkatu 7 Lahti,4H,75000,91,Kerrostalo,1967,Päijät-Häme
1H 35m² Luhtimäki 3 D Vantaa,1H,125000,35,Rivitalo,1978,Uusimaa
